epoch_ms,alt_cm,roll_deg,pitch_deg,velocity_m/s,lat_dd,lon_dd,year,month,day,hour,min,sec,sog,cog,throttle_command,pitch_command,yaw_command,roll_command
5906,0.00,-1.754333,-1.561421,12042.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
5955,0.00,-1.754333,-1.561421,22518.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
6004,0.00,-1.754333,-1.561421,17232.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
6055,0.00,-1.754325,-1.568416,15270.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
6106,0.00,-1.747333,-1.568409,18221.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
6155,0.00,-1.747333,-1.568409,17312.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
6205,0.00,-1.747333,-1.568409,14760.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
6254,0.00,-1.754325,-1.568416,13216.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
6306,0.00,-1.754325,-1.568416,16047.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
6355,0.00,-1.754325,-1.568416,18909.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
6405,0.00,-1.754325,-1.568416,17277.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
6455,0.00,-1.747333,-1.568409,19177.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
6505,0.00,-1.747333,-1.568409,16399.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
6555,0.00,-1.733340,-1.575389,21927.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
6606,0.00,-1.740333,-1.575397,15469.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
6655,0.00,-1.733340,-1.575389,21294.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
6705,0.00,-1.733340,-1.575389,18916.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
6755,0.00,-1.726340,-1.582377,10636.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
6805,0.00,-1.719348,-1.582370,16809.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
6854,0.00,-1.719348,-1.582370,23963.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
6905,0.00,-1.712355,-1.582362,11993.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
6955,0.00,-1.712355,-1.582362,16439.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
7004,0.00,-1.705363,-1.582355,14362.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
7054,0.00,-1.698370,-1.582347,24087.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
7105,0.00,-1.705363,-1.582355,20081.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
7155,0.00,-1.698370,-1.582347,15653.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
7205,0.00,-1.691378,-1.582339,20261.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
7255,0.00,-1.691378,-1.582339,19812.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
7304,0.00,-1.691370,-1.589335,13876.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
7354,0.00,-1.684378,-1.589327,20894.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
7405,0.00,-1.677385,-1.589320,21698.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
7455,0.00,-1.677385,-1.589320,16621.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
7505,0.00,-1.670393,-1.589312,21456.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
7555,0.00,-1.670393,-1.589312,18852.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
7605,0.00,-1.670393,-1.589312,23724.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
7655,0.00,-1.663400,-1.589305,23873.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
7704,0.00,-1.663400,-1.589305,19085.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
7754,0.00,-1.663400,-1.589305,22892.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
7804,0.00,-1.663400,-1.589305,12052.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
7855,0.00,-1.663400,-1.589305,22187.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
7905,0.00,-1.663400,-1.589305,20955.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
7955,0.00,-1.677385,-1.589320,20817.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
8005,0.00,-1.677385,-1.589320,16338.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
8054,0.00,-1.677385,-1.589320,18617.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
8106,0.00,-1.684378,-1.589327,20130.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
8154,0.00,-1.691370,-1.589335,18426.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
8205,0.00,-1.698363,-1.589343,24264.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
8256,0.00,-1.698363,-1.589343,10393.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
8306,2022.00,-1.719340,-1.589365,18219.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
8354,2022.00,-1.719340,-1.589365,12189.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
8406,2022.00,-1.719340,-1.589365,18795.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
8454,2022.00,-1.719340,-1.589365,19887.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
8504,2022.00,-1.712348,-1.589358,14893.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
8555,2022.00,-1.712348,-1.589358,15935.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
8605,2022.00,-1.726333,-1.589373,22016.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
8655,2022.00,-1.726333,-1.589373,14461.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
8705,2022.00,-1.726333,-1.589373,11216.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
8756,2022.00,-1.726333,-1.589373,7206.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
8805,2022.00,-1.719340,-1.589365,13063.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
8856,2022.00,-1.740317,-1.589388,10087.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
8906,2022.00,-1.740317,-1.589388,17757.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
8956,2022.00,-1.747310,-1.589396,17483.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
9006,2022.00,-1.747310,-1.589396,18967.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
9055,2022.00,-1.747310,-1.589396,21707.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
9106,2022.00,-1.747310,-1.589396,15949.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
9155,2022.00,-1.747310,-1.589396,19777.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
9206,2022.00,-1.747310,-1.589396,20487.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
9255,2022.00,-1.733325,-1.589381,19324.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
9305,2022.00,-1.747310,-1.589396,31088.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
9355,2022.00,-1.740317,-1.589388,16121.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
9455,2022.00,-1.733325,-1.589381,12188.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
9504,2022.00,-1.740317,-1.589388,20996.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
9554,2022.00,-1.747310,-1.589396,17141.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
9605,2022.00,-1.740317,-1.589388,20248.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
9655,2022.00,-1.740317,-1.589388,16335.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
9705,2022.00,-1.733325,-1.589381,10900.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
9754,2022.00,-1.740317,-1.589388,15331.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
9805,2022.00,-1.733325,-1.589381,15039.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
9855,2022.00,-1.740317,-1.589388,21672.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
9905,2022.00,-1.733325,-1.589381,5799.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
9954,2022.00,-1.733325,-1.589381,10808.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
10004,2022.00,-1.740317,-1.589388,13347.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
10055,2022.00,-1.733325,-1.589381,20765.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
10105,2022.00,-1.747310,-1.589396,9119.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
10155,2022.00,-1.747310,-1.589396,16135.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
10204,2022.00,-1.754302,-1.589404,12127.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
10254,2022.00,-1.747310,-1.589396,19546.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
10305,2022.00,-1.747310,-1.589396,14248.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
10355,2022.00,-1.740325,-1.582393,20587.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
10405,2022.00,-1.733228,-1.589486,10527.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
10455,2022.00,-1.733236,-1.582491,12988.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
10505,2022.00,-1.733228,-1.589486,20105.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
10555,2022.00,-1.740220,-1.589494,18439.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
10606,2022.00,-1.733228,-1.589486,18006.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
10656,2022.00,-1.740220,-1.589494,17014.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
10706,2022.00,-1.733228,-1.589486,17183.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
10756,2022.00,-1.733228,-1.589486,18027.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
10805,2022.00,-1.747213,-1.589502,9426.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
10855,2022.00,-1.747213,-1.589502,15097.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
10905,2022.00,-1.740220,-1.589494,20668.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
10956,2022.00,-1.740220,-1.589494,17812.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
11007,2022.00,-1.747221,-1.582507,18879.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
11056,2022.00,-1.747221,-1.582507,7314.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
11104,2022.00,-1.768306,-1.582628,6406.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
11156,2022.00,-1.768306,-1.582628,14613.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
11206,2022.00,-1.775291,-1.589632,18030.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
11255,2022.00,-1.761313,-1.582620,14246.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
11305,2022.00,-1.761313,-1.582620,22851.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
11355,2022.00,-1.754213,-1.582515,14035.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
11405,2022.00,-1.768306,-1.582628,13605.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
11456,2022.00,-1.768306,-1.582628,6234.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
11504,2022.00,-1.754213,-1.582515,11897.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
11555,2022.00,-1.761206,-1.582523,18162.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
11606,2022.00,-1.761206,-1.582523,10284.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
11656,2022.00,-1.761206,-1.582523,6009.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
11706,2022.00,-1.747221,-1.582507,21231.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
