epoch_ms,alt_cm,roll_deg,pitch_deg,velocity_m/s,lat_dd,lon_dd,year,month,day,hour,min,sec,sog,cog,throttle_command,pitch_command,yaw_command,roll_command
11756,2022.00,-1.761313,-1.582620,12216.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
11805,2022.00,-1.761206,-1.582523,12869.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
11854,2022.00,-1.761206,-1.582523,14370.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
11905,2022.00,-1.761206,-1.582523,20011.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
11955,2022.00,-1.761313,-1.582620,10916.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
12005,2022.00,-1.761313,-1.582620,23804.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
12056,2022.00,-1.761313,-1.582620,18565.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
12105,2022.00,-1.775299,-1.582636,14267.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
12154,2022.00,-1.775299,-1.582636,14028.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
12204,2022.00,-1.775299,-1.582636,19006.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
12255,2022.00,-1.768306,-1.582628,17595.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
12305,2022.00,-1.768306,-1.582628,15487.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
12355,2022.00,-1.768306,-1.582628,15275.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
12405,2022.00,-1.761313,-1.582620,20058.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
12455,2022.00,-1.761313,-1.582620,23781.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
12505,2022.00,-1.761313,-1.582620,16028.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
12555,2022.00,-1.761313,-1.582620,14128.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
12605,2022.00,-1.761313,-1.582620,15313.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
12655,2022.00,-1.761313,-1.582620,11178.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
12705,2022.00,-1.768306,-1.582628,15259.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
12755,2022.00,-1.775299,-1.582636,16625.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
12805,2022.00,-1.768298,-1.589624,15410.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
12854,2022.00,-1.761305,-1.589616,14956.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
12905,2022.00,-1.768298,-1.589624,13878.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
13055,2022.00,-1.768298,-1.589624,10347.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
13105,2022.00,-1.768298,-1.589624,19415.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
13155,2022.00,-1.768298,-1.589624,13609.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
13205,2022.00,-1.775291,-1.589632,18214.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
13255,2022.00,-1.775291,-1.589632,12753.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
13305,2022.00,-1.775291,-1.589632,3991.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
13355,2022.00,-1.782283,-1.589640,17309.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
13405,2022.00,-1.761305,-1.589616,20950.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
13456,2022.00,-1.761305,-1.589616,17036.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
13506,2022.00,-1.768306,-1.582628,17091.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
13555,2022.00,-1.768306,-1.582628,15041.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
13606,2022.00,-1.775299,-1.582636,12260.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
13654,2022.00,-1.768306,-1.582628,17899.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
13706,2022.00,-1.754213,-1.582515,21587.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
13756,2022.00,-1.754213,-1.582515,14031.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
13805,2022.00,-1.754213,-1.582515,16129.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
13854,2022.00,-1.747221,-1.582507,14099.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
13904,2022.00,-1.747221,-1.582507,15833.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
13956,2022.00,-1.747221,-1.582507,12162.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
14006,2022.00,-1.747221,-1.582507,7349.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
14056,2022.00,-1.747221,-1.582507,22267.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
14104,2022.00,-1.740228,-1.582499,13242.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
14155,2022.00,-1.754213,-1.582515,13067.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
14206,2022.00,-1.740228,-1.582499,11162.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
14254,2022.00,-1.740228,-1.582499,15146.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
14305,2022.00,-1.740228,-1.582499,19198.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
14354,2022.00,-1.733228,-1.589486,22860.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
14406,2022.00,-1.740220,-1.589494,15081.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
14456,2022.00,-1.733228,-1.589486,22961.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
14506,2022.00,-1.754312,-1.589608,10443.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
14556,2022.00,-1.740220,-1.589494,12262.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
14606,2022.00,-1.747213,-1.589502,11885.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
14657,2022.00,-1.747213,-1.589502,8336.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
14705,2022.00,-1.747213,-1.589502,18585.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
14755,2022.00,-1.761305,-1.589616,11084.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
14806,2022.00,-1.768298,-1.589624,14073.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
14855,2022.00,-1.761305,-1.589616,14580.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
14905,2022.00,-1.775291,-1.589632,9113.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
14955,2022.00,-1.761305,-1.589616,22019.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
15006,2022.00,-1.761305,-1.589616,6733.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
15054,2022.00,-1.761305,-1.589616,15135.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
15105,2022.00,-1.761305,-1.589616,8499.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
15155,192.00,-1.768298,-1.589624,10819.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
15205,192.00,-1.768298,-1.589624,18991.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
15255,192.00,-1.768298,-1.589624,8464.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
15305,192.00,-1.768298,-1.589624,12924.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
15354,192.00,-1.768298,-1.589624,21033.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
15404,192.00,-1.768298,-1.589624,18580.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
15455,192.00,-1.768298,-1.589624,16025.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
15505,192.00,-1.761305,-1.589616,14288.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
15555,192.00,-1.768298,-1.589624,13278.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
15605,192.00,-1.768298,-1.589624,17937.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
15655,192.00,-1.768298,-1.589624,7522.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
15705,192.00,-1.768298,-1.589624,11909.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
15754,192.00,-1.775291,-1.589632,13675.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
15804,192.00,-1.768298,-1.589624,11583.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
15855,192.00,-1.775291,-1.589632,13265.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
15905,192.00,-1.775291,-1.589632,18977.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
15955,192.00,-1.775291,-1.589632,9956.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
16005,192.00,-1.775291,-1.589632,10141.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
16056,192.00,-1.775291,-1.589632,14619.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
16106,192.00,-1.775291,-1.589632,15560.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
16156,192.00,-1.775291,-1.589632,11999.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
16204,192.00,-1.775291,-1.589632,9117.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
16255,192.00,-1.775291,-1.589632,10238.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
16305,192.00,-1.775291,-1.589632,6260.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
16355,192.00,-1.768298,-1.589624,10815.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
16405,192.00,-1.789276,-1.589648,9317.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
16456,192.00,-1.789276,-1.589648,11983.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
16506,192.00,-1.789276,-1.589648,12126.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
16606,192.00,-1.789276,-1.589648,16113.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
16656,192.00,-1.789276,-1.589648,7057.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
16704,192.00,-1.789276,-1.589648,18203.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
16755,192.00,-1.796269,-1.589657,7551.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
16804,192.00,-1.796269,-1.589657,12918.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
16856,192.00,-1.796269,-1.589657,20231.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
16905,192.00,-1.796269,-1.589657,10142.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
16955,192.00,-1.796269,-1.589657,6438.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
17005,192.00,-1.796269,-1.589657,14817.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
17055,192.00,-1.796269,-1.589657,8199.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
17105,192.00,-1.789276,-1.589648,16490.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
17154,192.00,-1.789276,-1.589648,17894.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
17205,192.00,-1.789276,-1.589648,16207.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
17255,192.00,-1.789276,-1.589648,12033.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
17305,192.00,-1.796269,-1.589657,7091.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
17355,192.00,-1.796269,-1.589657,8517.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
17405,192.00,-1.796269,-1.589657,16742.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
17454,192.00,-1.796269,-1.589657,16639.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
17505,192.00,-1.796269,-1.589657,16209.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
17555,192.00,-1.796269,-1.589657,13800.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
17604,192.00,-1.796269,-1.589657,12993.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
17655,192.00,-1.796269,-1.589657,21863.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
17705,192.00,-1.796269,-1.589657,22076.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
17755,192.00,-1.796269,-1.589657,8241.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
17805,192.00,-1.796269,-1.589657,18142.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
17854,192.00,-1.796269,-1.589657,13780.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
17905,192.00,-1.796269,-1.589657,8782.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
17955,192.00,-1.796269,-1.589657,12727.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
18005,192.00,-1.796269,-1.589657,11356.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
18054,192.00,-1.796269,-1.589657,16282.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
18104,192.00,-1.796269,-1.589657,12787.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
18155,192.00,-1.796269,-1.589657,10234.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
18204,192.00,-1.796269,-1.589657,8426.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
18254,192.00,-1.796269,-1.589657,14457.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
18304,192.00,-1.796269,-1.589657,9425.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
18355,192.00,-1.796269,-1.589657,8682.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
18405,192.00,-1.796269,-1.589657,12311.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
18454,192.00,-1.796269,-1.589657,18172.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
18505,192.00,-1.796269,-1.589657,5200.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
18555,192.00,-1.796269,-1.589657,19622.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
18604,192.00,-1.796269,-1.589657,8206.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
18654,192.00,-1.796269,-1.589657,15283.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
18705,192.00,-1.796269,-1.589657,8344.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
18755,192.00,-1.803262,-1.589665,14025.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
18805,192.00,-1.810254,-1.589673,8104.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
18855,192.00,-1.810254,-1.589673,12494.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
18905,192.00,-1.810254,-1.589673,10221.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
18955,192.00,-1.810254,-1.589673,19007.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
19005,192.00,-1.810254,-1.589673,13932.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
19054,192.00,-1.810254,-1.589673,8319.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
19105,192.00,-1.810254,-1.589673,11906.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
19154,192.00,-1.810254,-1.589673,16847.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
19205,192.00,-1.810254,-1.589673,13565.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
19255,192.00,-1.810254,-1.589673,14490.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
19306,192.00,-1.810254,-1.589673,12271.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
19356,192.00,-1.810254,-1.589673,12194.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
19407,192.00,-1.810254,-1.589673,14914.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
19456,192.00,-1.810254,-1.589673,14801.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
19504,192.00,-1.810254,-1.589673,5113.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
19555,192.00,-1.810254,-1.589673,3857.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
19605,192.00,-1.810254,-1.589673,10301.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
19656,192.00,-1.810254,-1.589673,9972.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
19704,192.00,-1.810254,-1.589673,15332.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
19754,192.00,-1.810254,-1.589673,10420.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
19806,192.00,-1.810254,-1.589673,16888.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
19856,192.00,-1.810254,-1.589673,18817.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
19905,192.00,-1.810254,-1.589673,21091.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
19956,192.00,-1.810254,-1.589673,17236.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
20005,192.00,-1.810254,-1.589673,17758.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
20055,192.00,-1.810254,-1.589673,12997.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
20104,192.00,-1.810254,-1.589673,20951.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
20206,192.00,-1.810254,-1.589673,18357.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
20257,192.00,-1.810254,-1.589673,15505.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
20305,192.00,-1.810254,-1.589673,10977.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
20354,192.00,-1.810254,-1.589673,13274.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
20405,192.00,-1.810254,-1.589673,16260.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
20455,192.00,-1.810254,-1.589673,15742.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
20506,192.00,-1.810254,-1.589673,20323.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
20555,192.00,-1.810254,-1.589673,12326.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
20606,192.00,-1.810254,-1.589673,8976.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
20656,192.00,-1.810254,-1.589673,15690.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
20705,192.00,-1.817247,-1.589681,14089.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
20754,192.00,-1.817247,-1.589681,14081.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
20805,192.00,-1.817247,-1.589681,8540.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
20855,192.00,-1.824240,-1.589689,7037.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
20905,192.00,-1.824240,-1.589689,10400.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
20954,192.00,-1.824240,-1.589689,24747.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
21005,192.00,-1.824240,-1.589689,12459.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
21054,192.00,-1.824240,-1.589689,8291.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
21105,192.00,-1.824240,-1.589689,17920.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
21405,192.00,-1.817247,-1.589681,16281.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
21605,192.00,-1.817247,-1.589681,9685.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
21655,192.00,-1.817247,-1.589681,14181.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
21705,192.00,-1.817247,-1.589681,12647.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
21754,192.00,-1.817247,-1.589681,14585.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
21805,192.00,-1.817247,-1.589681,9000.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
21855,192.00,-1.817247,-1.589681,19385.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
21905,192.00,-1.817247,-1.589681,7081.000000,0.0000000,0.0000000,2000,0,0,0,0,3.00,0.00,0.00,1500,1500,1500,1500
